title,author,condition,price
The Developmental Psychology of Jean Piaget,by John H. Flavell,Rare Books,£16.49
Russia In No Riddle,by Edmund Stevens,Rare Books,£8.89
Living Magic: The Realities Underlying The Psychical Practices And Beliefs Of Australian Aborigines,by Ronald Rose,Rare Books,£10.99
"Prospects On Psychiatric Research: The Proceedings Of The Oxford Conference Of The Mental Health Research Fund, March 1952.",by J. M. Tanner,Rare Books,£11.99
Notes on Swords From the Battle-Field of Culloden,by Lord Archibald Campbell,Rare Books,£44.59
The Control Of Life,by J. Arthur Thomson,Rare Books,£12.39
Elements of Psychology,by Sydney Herbert Mellone,Rare Books,£11.99
A Better Britain in a Better World,by Ramsay Muir,Rare Books,£7.69
Footslogging To Berlin (Volume One),by Claud Golding,Rare Books,£5.79
The Public Letters of The Right Hon. John Bright,by H. J. Leech (Ed.),Rare Books,£13.79
"The Broken Image: Man, Science and Society",by Floyd W. Matson,Rare Books,£7.29
Freedom Chooses Slavery,"by Andrade, J. Freire D'",Rare Books,£6.29
"The Birth of the Ego, A Nuclear Hypothesis",by Edward Glover,Rare Books,£28.79
Return To Reason! An Essay In Political Diagnosis,by Geoggrey Bourne,Rare Books,£6.09
The Moulding Of Modern Man,by T. H. Pear,Rare Books,£16.69
Leadership,by C. A. Gibb (Editor),Rare Books,£5.29
The Case For Conservatism,by Quintin Hogg,Rare Books,£21.49
The Beast From The Abyss,by Hermann Rauschning,Rare Books,£9.89
"The Psychosocial Interior of the Family, A Sourcebook for the Study of Whole Families",by Gerald Handel (Ed.),Rare Books,£9.39
America,by S. V. Benet,Rare Books,£6.89
The Sociological Tradition,by R. A. Nisbet,Rare Books,£9.09
Battle Cry,by Leon Uris,Rare Books,£10.79
The Trauma Model: A Solution to the Problem of Comorbidity in Psychiatry,by Colin A. Ross,Rare Books,£10.29
Tunisian Battle,by J.D.D'Arcy-Dawson,Rare Books,£5.49
The Presidential Papers,by Norman Mailer,Rare Books,£5.39
The Lore and Language of Schoolchildren,by Iona and Peter Opie,Rare Books,£10.79
Essays on Social Subjects: from the Saturday Review,by Unstated,Rare Books,£21.99
Western Political Thought. An Historical Introduction from the Origins to Rousseau.,by John Bowle,Rare Books,£10.79
The Peaceful Revolution; Speeches,by Herbert Morrison,Rare Books,£7.59
The Device of Government: An Essay In Civil Polity,by John Laird,Rare Books,£7.89
Your Navy - Past And Present.,by S. G. Clark,Rare Books,£8.49
The Crusade Against The Constitution,by Sir William T. Charley,Rare Books,£17.29
Socialism versus Capitalism,by A.C.Pigou,Rare Books,£12.59
Great Britain in the Post-War World,by G.D.H. Cole,Rare Books,£6.69
Foundations of Human Conflicts : A Study in Group Psychology,by W.A.Brend,Rare Books,£8.29
The Common Sense of Political Economy - Vol. II,by Philip H. Wicksteed,Rare Books,£23.99
The Mind of East Asia,by Lily Abegg,Rare Books,£23.99
Record of Municipal Affairs in Aberdeen Since the Passing of the Burgh Reform Act in 1833,by James A. Ross,Rare Books,£21.49
Political Souvenir and Speeches,by W. E. Gladstone,Rare Books,£10.19
Modern London - Its Sins and Woes and the Sovereign Remedy,by James Dunn,Rare Books,£23.79
The Nature Of Politics,by J. D. B. Miller,Rare Books,£6.99
Dictatorship or Democracy?,by W.D.Stewart,Rare Books,£5.49
What We Defend: Essays in Freedom By Members of the University of Manchester,by E F Jacob,Rare Books,£13.99
Young People Today: Account of Young People in Voluntary Youth Organisations,by Derek Hawes,Rare Books,£8.29
Harmonies of Political Economy,by Frederic Bastiat,Rare Books,£20.19
The Challenge of the Future A Study in American Foreign Policy,by Roland G.Usher,Rare Books,£6.09
The Spirit of America,by Henry Van Dyke,Rare Books,£10.59
Freedom in the Modern World,by John Macmurray,Rare Books,£12.99
The Liberal Future,by Joseph Grimond,Rare Books,£9.99
The Declaration Of Independence And The Constitution,by Latham Earl (Ed.),Rare Books,£5.19
The Excitement is Building,by Millard & Linda Fuller,Rare Books,£5.99
When Labour Fails,by Enid Lakeman,Rare Books,£13.49
A Business Man's View of the World Crisis,by L. Potter,Rare Books,£9.09
Creative Forces in Japan,by Galen M. Fisher,Rare Books,£9.69
Wingless Victory,by Anthony Richardson,Rare Books,£4.49
Selected Speeches with Introductory Notes,by Sir Edward Clarke,Rare Books,£15.49
Luxury,by Emile De Laveleye,Rare Books,£16.29
Education and the Urban Child (Social Research Series),by John Barron Mays,Rare Books,£6.99
Health and Humanity,by S. Leff And V. Leff,Rare Books,£7.19
The Government Of England Vol II,by A. Lawrence Lowell,Rare Books,£10.09
Outlines Of Political Economy,by Sir Sydney Chapman,Rare Books,£8.99
Below The Surface - Footnotes To The Everyday,by Richard King,Rare Books,£6.99
The New American Government And Its Work,by James T. Young,Rare Books,£18.99
Democratic Government and Politics,by J.A.Corry,Rare Books,£12.89
The Development of Local Government,by William A. Robson,Rare Books,£8.59
Marxism and the Irrationalists,by John Lewis,Rare Books,£8.09
The Land We Love,"by ""Vivian Grey""",Rare Books,£7.99
"India and Her People. A Study in the Social, Political, Educational and Religious Conditions of India",by Swami Abhedananda,Rare Books,£31.19
Admiral Farragut,by A. T. Mahan,Rare Books,£25.79
Iran's Secret Pogrom,by Geoffrey Nash,Rare Books,£9.99
The Psychological Basis of Education,by E.A.Peel,Rare Books,£6.99
How To Abolish The Slums,by E. D. Simon,Rare Books,£7.39
Stories from Indian Wigwams and Northern Camp-Fires,by Egerton Ryerson Young,Rare Books,£10.59
The Handbook of Political Fallacies,by Jeremy Bentham,Rare Books,£10.09
London And Its Government,by Percy A. Harris,Rare Books,£6.09
Power: Epilogue In America,by Adolf A. Berle,Rare Books,£8.99
The Framework of an Ordered Society,by Sir Arthur Salter,Rare Books,£5.49
How Do You Sleep?: The Basis Of Good Health,by L. E. Eeman,Rare Books,£23.39
God's Plan for The Freedom of the Seas,by W. G. Mackendrick,Rare Books,£21.69
Politics and Persons,by Father St. John B. Groser,Rare Books,£16.39
The Tariff Problem,by W.J.Ashley,Rare Books,£7.09
The Common Weal,by Herbert Albert Laurens Fisher,Rare Books,£8.69
The People's Charter,by H. N. Barnes,Rare Books,£10.29
Century of American Diplomacy,by John W. Foster,Rare Books,£11.89
"Conservatism, The Only Way",by Reginald Northam,Rare Books,£8.09
The Nation in Arms,by Philip A. Ashworth,Rare Books,£29.29
The Future Of The House of Lords,by Sydney D. Bailey,Rare Books,£11.29
Changing China,by F. W. James,Rare Books,£14.19
London's Overgrowth,by S. Vere Pearson,Rare Books,£8.29
Our House Of Commons; Its Realities And Romance,by Alfred Kinnear,Rare Books,£17.39
"Socialism and its Perils: a Critical Survey of its Policy, Showing the Fallacies and Impracticabilities of its Doctrines",by Sir William Earnshaw Cooper,Rare Books,£11.59
The Liberal Way: a Survey of Liberal Policy,by Ramsay Muir,Rare Books,£8.39
Japanese Traits and Foreign Influences,by Inazo Nitobe,Rare Books,£23.59
Man And His Future - Vol. II: The Anglo-Saxon: His Part and His Place,by William Sedgwick,Rare Books,£32.99
Democracy And The Human Equation,by Alleyne Ireland,Rare Books,£16.99
Moscow Has A Plan - A Soviet Primer,by M Ilin,Rare Books,£63.29
Germany Unmasked,by Robert Dell,Rare Books,£27.39
The Origins of the War,"by J, Holland Rose",Rare Books,£10.19
Causes and Consequences of the War of 1914,by Howard Pitcher,Rare Books,£13.39
Truth & the War,by E. D. Morel,Rare Books,£19.79
Naval Efficiency: The War-readiness Of The Fleet,by Archibald S. Hurd,Rare Books,£25.89
"Unemployment And Plenty (Swarthmore Lecture, 1933)",by Shipley N. Brayshaw,Rare Books,£9.69
The Awakening Of England,by F. E. Green,Rare Books,£8.79
The Conservative Party (Britain in Pictures),by Nigel Birch,Rare Books,£7.79
Kill Or Cure?,by Muriel Lester,Rare Books,£27.79
The Clan Ross (Johnston's Clan Histories),by Donald Mackinnon,Rare Books,£15.09
The Logic of Modern Psychology,by Carroll C. Pratt,Rare Books,£12.99
Deeper Causes of the War,by Emile Hovelaque,Rare Books,£9.99
The Evolution of Modern Capitalism: a Study of Machine Production,by John A Hobson,Rare Books,£17.19
The Politics of the Unpolitical,by Herbert Read,Rare Books,£9.79
Woman And To-morrow,by W. L. George,Rare Books,£10.29
Hazardous Missions,by S. D. Kneebone,Rare Books,£6.69
Freud: A Critical Re-Evaluation of His Theories,by Reuben Fine,Rare Books,£10.49
English Children,by Sylvia Lynd,Rare Books,£6.39
British Trade Unions,by Sir Walter Citrine,Rare Books,£8.79
Village Halls and Social Centres in the Countryside : a Handbook of Information,by National Council Of Social Service,Rare Books,£6.39
Modern Constitutions in Outline,by Leonard Alston,Rare Books,£7.39
Clearing the Ground,"by ""Lumber-Man""",Rare Books,£40.69
You and I and Chaos,by Charles Copeman,Rare Books,£12.99
Ten Angels Swearing Or Tomorrow's Politics,by Francis Williams,Rare Books,£9.09
Defence Will Not Win The War,by W. F. Kernan,Rare Books,£14.29
The Workers- An Experiment In Reality,by Walter A. Wyckoff,Rare Books,£14.39
The Republic,by N. P. Andresen,Rare Books,£18.79
Lessons Of The War With Spain,by Alfred T. Mahan,Rare Books,£27.39
Federalism and Freedom,by George Young,Rare Books,£11.59
The Conquest Of Brain Mysteries: Story And Secrets Of The Human Mind.,by George Bankoff,Rare Books,£6.09
The Caveman Within Us,by William J. Fielding,Rare Books,£9.19
The New Social Order,by H. F. Ward,Rare Books,£18.79
Because I Am A German,by Hermann Fernau,Rare Books,£9.19
Questions and Answers in Naval Engineering,by Unstated,Rare Books,£16.69
The Curtain Isn't Iron,by Joseph C. Harsch,Rare Books,£10.59
"Ten Years of Tory Government, Home Affairs 1895-1905, Handbook for Liberals",,Rare Books,£10.19
Industrial Psychology,by Charles S. Myers (Ed.),Rare Books,£10.59
The Land of the Almighty Dollar,by H. Panmure Gordon,Rare Books,£62.39
The Case for Land Nationalisation,by Joseph Hyder,Rare Books,£9.09
The Drift of Civilization,by Various,Rare Books,£12.59
The Intercom Conspiracy,by Eric Ambler,Rare Books,£9.09
The Origins of the Second World War,by A. J. P. Taylor,Rare Books,£6.19
Behind And Before,by W. E. Heitland,Rare Books,£9.69
Brownson On Democracy And The Trend Toward Socialism,by Lawrence Roemer,Rare Books,£11.79
The Outriders: A Liberal View Of Britain,by James Morris,Rare Books,£18.09
The Tory Years,by Alan Brown,Rare Books,£5.59
The Psychology of Play,by Susanna Millar,Rare Books,£11.59
The Divining Rod: An Experimental and Psychological Investigation,by Various,Rare Books,£19.29
Practical Construction of Warships,by R. N. Newton,Rare Books,£10.29
"Tiger Squadron: The Story of 74 Squadron, RAF, In Two World Wars",by Wing Commander Ira Jones,Rare Books,£10.89
Land Where Our Fathers Died The Settling of the Eastern Shores 1607-1735,by Marion L. Starkey,Rare Books,£13.89
The Politics of Partnership,"by Keatley, Patrick",Rare Books,£5.49
Studies in European Politics,by Mountstuart E. Grant Duff,Rare Books,£10.89
The German Phoenix,by William Henry Chamberlin,Rare Books,£9.89
A House Divided. A study of statehood politics and the Copperhead movement in West Virginia,by Richard Orr Curry,Rare Books,£21.29
The English Constitution,by Walter Bagehot,Rare Books,£9.69
Radicalism and the Revolt Against Reason,by Irving Louis Horowitz,Rare Books,£29.59
Flying Colours,by C. S. Forester,Rare Books,£21.29
Away All Boats,by Kenneth Dodson,Rare Books,£6.79
Maquis (Four Square books),by George Millar,Rare Books,£24.19
Gallipoli: The Fading Vision,by John North,Rare Books,£11.59
The Political Economy of British Capitalism,by Sam Aaronovitch & Ron Smith,Rare Books,£12.09
Positivism: A Study in Human Understanding,by Richard von Mises,Rare Books,£8.39
A Course Of Lectures On The Growth And Means Of Training The Mental Faculty,by Francis Warner,Rare Books,£10.89
Helps For Speakers,by H. O. Mackey,Rare Books,£9.99
The Fight for the Flag in South Africa; A History of the War from the Boer Ultimatum to the Advance of Lord Roberts,by Edgar Sanderson,Rare Books,£10.89
Rich and Poor,by Mrs. Bernard Bosanquet,Rare Books,£16.59
Society and Solitude,by E. T. Campagnac,Rare Books,£8.99
America's Tragedy,by J. T. Adams,Rare Books,£11.59
London Below Bridges: Its Boys And Its Future,by H. A. Secretan,Rare Books,£12.29
The Conquest Of Gaul,by Caesar,Rare Books,£5.79
Romantic Stories Of Air Heroes,by Captain A. O. Pollard,Rare Books,£8.89
Autumn Impressions Of The Gironde,by I. Giberne Sieveking,Rare Books,£9.69
True And False Democracy,by Nicholas Murray Butler,Rare Books,£9.99
Fairy Tales of Socialism,by Cumberland Clark,Rare Books,£16.49
The Facts of Poverty,by H. A. Mess,Rare Books,£9.89
A New Pattern for A Tired World,by Louis Bromfield,Rare Books,£11.79
Security: Can We Retrieve It?,by Sir A. Salter,Rare Books,£10.09
The American People: A Study in National Psychology Vol.II,by A. Maurice Low,Rare Books,£26.89
China and Her Peoples,by Lena E. Johnston,Rare Books,£16.59
The Wit of Harold Wilson,by Ernest Kay,Rare Books,£8.89
The Business Of Capitalism: A Selection Of Unconventional Essays On Economic Problems Of The 1960's,by Harold Wincott,Rare Books,£15.39
National Power and Prosperity,by Conrad Gill,Rare Books,£19.99
Leaders Into Unknown Lands,by A. Montefiore-Brice,Rare Books,£19.69
"The Big Three : the United States, Britain, Russia",by David J. Dallin,Rare Books,£8.39
The Feet of the Young Men: Some Candid Comments on the Rising Generation,by 'Janitor',Rare Books,£7.09
Quaker Pioneers,by Stephen Allott,Rare Books,£10.99
A Programmed Guide to Office Warfare,by Anthony Burton,Rare Books,£21.69
Phenomenology of Social Existence,by Remy C. Kwant,Rare Books,£17.39
Verdict on India,by Beverley Nichols,Rare Books,£9.69
The German Army in War,by Andrew Hilliard Atteridge,Rare Books,£9.39
War in Peacetime; The History and Lessons of Korea,by J. Lawton Collins,Rare Books,£33.89
"A New Departure in The Domain of Political Economy, Part I",by Arthur Crump,Rare Books,£47.29
"Notes For Boys on Morals, Mind and Manners",by 'An Old Boy',Rare Books,£13.59
Great Political Thinkers - Plato To The Present,by William Ebenstein,Rare Books,£13.39
Pure Sociology: a Treatise on the Origin and Spontaneous Development of Society,by Lester F. Ward,Rare Books,£25.69
The Folklore of Capitalism,by Thurman Wesley Arnold,Rare Books,£39.09
Fresh Deal for Management and Labour,by Robert Wood Johnson,Rare Books,£24.19
The Next Step,by Alfred Ollivant,Rare Books,£30.29
"War And The Future: Italy, France And Britain At War",by H. G. Wells,Rare Books,£10.09
The Americans At Home,by David MacRae,Rare Books,£9.89
The Army Under Pope,by John Ropes,Rare Books,£21.79
The Times: House of Commons 1966,by Anon,Rare Books,£18.99
Talks to Teachers on Psychology: And to Students on Some of Life's Ideals,by William James,Rare Books,£8.59
Socialism and Modern Science,by Enrico Ferri,Rare Books,£8.89
New Imperial Ideals: A Plea for the Association of the Dominions in the Government of the Independent Empire Signed By The Author,by Robert Stokes,Rare Books,£25.69
Pilot Guide To The General Election,by Charles Madge (ed),Rare Books,£11.09
The Method Of Freedom,by Walter Lippmann,Rare Books,£18.39
The Choice Before Us,by G. Lowes Dickinson,Rare Books,£14.19
England My England,by Barry Richards,Rare Books,£17.19
The Price of Peace. The Challenge of Economic Nationalism,by Frank Simonds Brooks Emeny,Rare Books,£16.89
Policy for the West,by Ion Ratiu,Rare Books,£17.59
The New Soviet Empire,by David J. Dallin,Rare Books,£8.59
"The Mechanism of the Modern State, Volume II",by John A. R. Marriott,Rare Books,£10.09
"The Dutch and Quaker Colonies in America, Vol. I",by John Fiske,Rare Books,£14.69
"The Dutch and Quaker Colonies in America, Vol. II",by John Fiske,Rare Books,£14.69
Parliament: What It Is And How It Works,by Henry Morrison,Rare Books,£20.49
American Individualism,by Herbert Clark Hoover,Rare Books,£11.99
Tibet: A Political History,by Tsepon W. D. Shakabpa,Rare Books,£25.69
"The Strength of Nations, a Study in Social Theory",by George Soule,Rare Books,£16.19
Where We Are At,by Thomas H. Barber,Rare Books,£20.99
When Labour Fails,by Enid Lakeman,Rare Books,£9.69
The Meaning Of Liberalism,by J. M. Robertson,Rare Books,£18.69
The Bishops In The Tower - A Record Of Stirring Events Affecting The Church And Nonconformists From The Restoration To The Revolution,by Herbert Mortimer Luckock,Rare Books,£8.89
Elements of Political Economy,by James Bonar,Rare Books,£36.09
The Gentlemen Talk of Peace,by William B. Ziff,Rare Books,£17.39
The Union of 1707: A Survey of Events and the Text of the Articles of Union,by Various,Rare Books,£11.89
Trade Unions Fight - For What?,by Herbert Tracey,Rare Books,£11.29
"The Explosion of British Society, 1914-62 (Pan Piper)",by Arthur Marwick,Rare Books,£4.89
After the Common Market: A Better Alternative for Britain (Penguin special),by Douglas Jay,Rare Books,£4.89
"Social Studies and World Citizenship, A Sociological Approach to Education",by L. J. F. Brimble & Frederick J. May,Rare Books,£8.19
"Freud, His Dream And Sex Theories",by Joseph Jastrow,Rare Books,£5.89
Democracy: Should it Survive,by Thomas Francis Woodlock,Rare Books,£11.09
The Statistical Account of Selkirkshire,by Stated,Rare Books,£18.19
The Drift of Civilization,by Various,Rare Books,£12.59
The Defence of Duffer's Drift: A few Experiences in Field Defence for Detached Posts,by Sir Ernest Swinton,Rare Books,£10.29
An Introduction To Jung's Psychology,by Frieda Fordham,Rare Books,£5.89
"Local Government in Gloucestershire, 1775-1800",by Esther Moir,Rare Books,£10.09
Labor's New Millions,by Mary Heaton Vorse,Rare Books,£13.59
Dr Ryder's Psychology And You,by T A Ryder,Rare Books,£14.59
The Hidden Persuaders,by Vance Packard,Rare Books,£5.89
Aircraft Markings of the World 1912-1967,by Bruce Robertson,Rare Books,£9.09
The English Constitution,by Walter Bagehot,Rare Books,£10.89
So Few - The Immortal Record of the R.A.F,by David Masters,Rare Books,£10.09
Winning His Wings. A Story of the R.A.F.,by Percy F. Westerman,Rare Books,£12.69
"Survey Of British Commonwealth Affairs: Problems Of Wartime Co-Operation And Post-War Change, 1939-1952",by Nicholas Mansergh,Rare Books,£15.39
Problems of Human Pleasure and Behaviour (No 51 in the International Pyscho-Analytical Library),by Michael Balint,Rare Books,£19.79
Rhodesian War: Fifty Years On,by Paul Moorcraft,Rare Books,£27.69
The Second World War Volume 7 - the Onslaught of Japan,by Winston S Churchill,Rare Books,£6.39
Freud's Theories of the Neuroses,by Eduard Hitschmann,Rare Books,£11.89
British Economic Policy Since The War (Penguin Specials),by Andrew Shonfield,Rare Books,£6.39
Osborne's Army,by John Anthony West,Rare Books,£12.69
Problems of Instinct and Intelligence,by Major R. W. G. Hingston,Rare Books,£15.39
The Police: Six Sociological Essays,by David J. Bordua,Rare Books,£16.19
The Fringes of the Fleet,by Rudyard Kipling,Rare Books,£7.89
Encyclopedia of German Tanks of World War Two,by Peter Chamberlain & Hilary Doyle,Rare Books,£21.79
The Principles of Sociology: Volume III,by Herbert Spencer,Rare Books,£18.59
The Gallic War Book I,by Caesar,Rare Books,£21.79
The British Achievement in India,by H. G. Rawlinson,Rare Books,£15.59
The Roman Mind: Studies In The History Of Thought From Cicero To Marcus Aurelius,by Martin Lowther Clarke,Rare Books,£26.69
Patton et sa 3e Armee dans la Bataille d'Ardenne,by Guy Franz Arend,Rare Books,£11.29
The Last Enemy,by Richard Hillary,Rare Books,£7.79
Speeches on Foreign Policy by Viscount Halifax,by Viscount Halifax,Rare Books,£9.79
The International Commonwealth,by Gordon Milburn,Rare Books,£18.19
Dynamics of Anxiety and Hysteria,by H. J.Eysenck,Rare Books,£12.49
The First War in the Air,by R. H. Kiernan,Rare Books,£11.29
The Mystery Ship,by Percy F. Westerman,Rare Books,£17.69
Changing Patterns Of Military Politics,by Samuel Phillips Huntington,Rare Books,£21.99
Hell on Earth,by Frank Haydn Hornsey,Rare Books,£88.49
Viet Nam. The Origins of Revolution,"by John T. McAlister, Jr.",Rare Books,£18.79
"Psychology And The Day's Work;: A Study In The Application Of Psychology To Daily Life,",by Edgar James Swift,Rare Books,£23.69
The Battle For Oil,by Stanton Hope,Rare Books,£14.59
Dark Star: Hiroshima Reconsidered in the Life of Calude Eatherly,by Ronnie Dugger,Rare Books,£25.39
The Tide Turns: An Informal History of the Campaign of 1776 in the American Revolution,by Donald Barr Chidsey,Rare Books,£21.89
Rates and Rating,by Albert Crew,Rare Books,£21.29
All for a Shilling a Day,by Donald F. Featherstone,Rare Books,£12.89
The Precarious Vision,by Peter L. Berger,Rare Books,£12.49
Psychology and the Visual Arts,"by Hames Hogg, (Ed)",Rare Books,£7.79
H.M.S. Ulysses,by Alistair MacLean,Rare Books,£12.49
Group Dynamics: Research and Theory,by Various,Rare Books,£21.09
Democracy In America Vol. II,by Alexis De Tocqueville,Rare Books,£12.49
Experimental Social Psychology,by Gardener Murphy et al,Rare Books,£12.49
"The Honourable Artillery Company, 1537-1947",by G Goold Walker,Rare Books,£17.69
The Nandi - Their Language and Folk-Lore,by A. C. Hollis,Rare Books,£17.59
"Fighter Pilot: A Personal Record Of The Campaign In France , Sept. 8Th 1939 - June 13Th 1940",by Unstated,Rare Books,£8.49
"American Diplomacy, 1900-1950",by George F Kennan,Rare Books,£39.99
Of Spies and Stratagems,by Stanley P. Lovell,Rare Books,£37.79
Personality and will,by Francis Aveling,Rare Books,£19.59
"Admiralty Navigation Manual: Volume 1, 1938",by HMSO,Rare Books,£11.49
Madison Avenue U.S.A: The Inside Story of American Advertising,by Martin Mayer,Rare Books,£6.89
From The White Cottage: Letters In Wartime,by Sydney Walton,Rare Books,£10.79
The Watery Maze. The Story of Combined Operations.,by Bernard Fergusson,Rare Books,£18.09
"The Devolution Of Power: Local Democracy, Regionalism And Nationalism (Penguin Specials)",by J.P Mackintosh,Rare Books,£6.09
"Histoire du Peuple D'Israel, Tome Deuxieme",by Ernest Renan,Rare Books,£14.59
The Hiroshima Pilot.,by William Bradford Huie,Rare Books,£21.69
An Outline of Psycho-Analysis,by Sigmund Freud,Rare Books,£10.89
Essays in Labour History,by Asa Briggs,Rare Books,£11.59
Learning to Live. Explains Child Behaviour from Birth to Adolescence,by Beatrix Tudor-Hart,Rare Books,£19.29
Women as Army Surgeons,by Flora Murray,Rare Books,£85.99
"Sir Redvers H. Buller, V. C.",by Walter Jerrold,Rare Books,£15.49
Regiments At A Glance,by Lt. Col. Frank Wilson,Rare Books,£13.19
With the New Army on the Somme: My Second Year of the War,by Frederick Palmer,Rare Books,£21.59
Wielka Koalicja 1941-1945 Tom I (1941 - 1943),by Wlodzimierz T. Kowalski,Rare Books,£15.39
The Psychology of Perception,by M. D. Vernon,Rare Books,£7.59
The Battle Of Arnhem,by Christopher Hibbert,Rare Books,£9.49
The Tiger Kills,by General Sir Claude Auchinleck (Ed.),Rare Books,£20.69
Conflict in Laos,by Arthur J. Dommen,Rare Books,£26.59
The Eighth Army: September 1941 to January 1943,by .,Rare Books,£6.09
Crisis in the Desert May-July 1942,by J A I Agar-Hamilton and L C F Turner,Rare Books,£90.19
We Japanese,by Frederic De Garis,Rare Books,£23.39
The Fall of Hong Kong,by Tim Carew,Rare Books,£6.09
Where Eagles Dare,by Alistair MacLean,Rare Books,£6.99
The East India Trade,by Shafaat Ahmad Khan,Rare Books,£44.99
Flames In The Sky,by Pierre Clostermann,Rare Books,£11.39
Our Democracy,by Rowland W Purton,Rare Books,£10.49
The Western Defences,by J. G. V.C. Smyth (Ed.),Rare Books,£10.79
Psychotherapy in Medical Practice,by Maurice Levine,Rare Books,£14.69
"John Graham, Sub-Lieutenant R.N.",by T. T. Jeans,Rare Books,£11.39
Samples from English Cultures Volume One,by Josephine Klein,Rare Books,£11.39
Germanism From Within,by A.D. Mclaren,Rare Books,£11.39
Hungarian National Growth Study I. Reference Data,by O.G. Eiben,Rare Books,£15.59
Youth Considers Parents As People (Youth Forum Series),by Randolph Crump Miller,Rare Books,£26.69
The Second World War: 11. The Tide of Victory,by Winston S. Churchill,Rare Books,£6.39
The Bluejackets' Manual,by Anon,Rare Books,£58.69
Edgehill 1642,by Peter Young,Rare Books,£29.69
"Magic, Faith and Healing",by Ari Kiev (Ed.),Rare Books,£14.29
Some of It Was Fun,by Wallace Reyburn,Rare Books,£35.39
Research Design In Clinical Psychology And Psychiatry,by J.B.Chassan,Rare Books,£12.29
Guilty Men,"by ""Cato""",Rare Books,£10.99
The Unfinished Revolution,by Adam B. Ulam,Rare Books,£13.39
The New Unhappy Lords: An Exposure Of Power Politics,by A. K. Chesterton,Rare Books,£24.19
Moondrop To Gascony,by Anne-Marie Walters,Rare Books,£27.69
"The Story of the Royal Army Service Corps, 1939-1945",by Anon,Rare Books,£65.09
The War Office.,by Hampden Gordon,Rare Books,£16.09
Britain On Borrowed Time,by Glyn Jones and Michael Barnes,Rare Books,£6.89
To-Day and To-Morrow,by L.B.V.Bolton & F.J.Relf,Rare Books,£24.09
Peebles-Shire: The Statistical Account of Scotland. Volume I,by The Ministers of Respective Parishes,Rare Books,£20.79
700 Years of Parliament,by Edgar J.Ford,Rare Books,£9.09
The Boer War,by Edgar Holt,Rare Books,£9.69
"Manual of Seamanship, Volume III",by HMSO,Rare Books,£16.39
The Fine Art of Political Wit,by Leon Harris,Rare Books,£15.09
Bid The Soldiers Shoot (Panther Books; No.1027),by John Lodwick,Rare Books,£9.79
British Government,by Hiram Miller Stout,Rare Books,£21.69
How Russia is Ruled,by Merle Fainsod,Rare Books,£22.09
Fighting Wings a Pictorial History of Aerial Combat,by Glibert Paust and Milton Lancelot,Rare Books,£30.69
The Ideals Of East & West,by Kenneth Saunders,Rare Books,£14.49
Educating Our Rulers,by A. D. C. Peterson,Rare Books,£10.79
Verbal Learning and Memory,by Leo Postman,Rare Books,£6.89
Psychosocial Medicine: A Study of the Sick Society,by James L. Halliday,Rare Books,£18.89
More Escapers in War and Peace with Eighteen First-Hand Accounts,by Eric Williams,Rare Books,£11.39
Personality Structure And Human Interaction: The Developing Synthesis Of Psychodynamic Theory (International Psycho; Analytical Library No.56),by Harry Guntrip,Rare Books,£16.39
The Last Cruise of The Emden,by Edwin P. Hoyt,Rare Books,£9.39
The Development Of Parliament During The Nineteenth Century,by G Lowes Dickinson,Rare Books,£28.69
Parliamentary Government Considered With Reference To A Reform Of Parliament An Essay,by Earl Grey,Rare Books,£11.39
Thoughts on Constitution,by L. S. Amery,Rare Books,£43.99
Enemy Coast Ahead,by Wing Commander Guy Gibson,Rare Books,£15.09
"Dude, Where's My Country?",by Michael Moore,Rare Books,£11.39
"Ark Royal, 1939-41",by William Jameson,Rare Books,£17.99
Winged Revolt,by Eric Wood,Rare Books,£12.79
Night Fighter,by C. F. Rawnsley and Robert Wright,Rare Books,£11.29
"Social England Vol. IV, Section I.",by H. D. Traill Ed.,Rare Books,£16.69
Social England Vol. III. Section II.,by H. D. Traill (ed.),Rare Books,£16.69
Social England Vol. V. Section II.,by H. D. Traill (ed.),Rare Books,£16.69
Social England Vol. V. Section I.,by H.D. Traill and J.S. Mann Eds.,Rare Books,£17.29
Social Anthropology In Polynesia: A Review Of Research,by Felix M. Keesing,Rare Books,£10.69
The Elements of Politics,by Henry Sidgwick,Rare Books,£18.99
The Housewife's Companion,by Bridget Nelson-Sullivan,Rare Books,£13.89
Air War Vietnam,by Frank Harvey,Rare Books,£6.09
Back to Mandalay,by Lowell Thomas,Rare Books,£15.29
The Chartists,by P Searby,Rare Books,£6.49
The Lost Legions: Three Italian War Novels,by Renzo Biasion et Al,Rare Books,£24.49
Westminster In War,by William Sansom,Rare Books,£16.29
Reinforcement: An Enduring Problem in Psychology,by Robert C. Birney,Rare Books,£11.69
The Soldier: An Unsparing Novel Of War,by Richard Powell,Rare Books,£25.59
The New Unhappy Lords: An Exposure Of Power Politics,by A. K. Chesterton,Rare Books,£24.29
Ulster Under Home Rule: A Study of the Political and Economic Problems of Northern Ireland,by Thomas Wilson,Rare Books,£8.19
In the Nick of Time: Wartime Experiences of an RAF Air Sea Rescue Pilot with 276 Sqn,by Nick Berryman,Rare Books,£18.49
The Wooden Horse,by Eric Williams,Rare Books,£5.99
Thought and Feeling,by Frederick Ryland,Rare Books,£23.59
